show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s845,Movie,Nail Bomber: Manhunt,Daniel Vernon,,,"May 26, 2021",2021,TV-MA,73 min,"['documentary', 'international']","This documentary examines the 1999 London bombings that targeted Black, Bangladeshi and gay communities, and the race to find the far-right perpetrator."
s3499,Movie,Do Paise Ki Dhoop Chaar Aane Ki Baarish,Deepti Naval,"['Manisha Koirala', 'Rajit Kapoor', 'Sanaj Naval', 'Rajendra Gupta', 'Suhaas Khandke', 'Nassar Abdulla', 'Saurabh Dubey', 'Usha Jadhav', 'Ashwin Kaushal', 'Milind Soman']",India,"September 22, 2019",2009,TV-MA,121 min,"['drama', 'independent', 'international']","When a sex worker hires a gay songwriter to care for her disabled son, the ensuing bonds that form offer a complex portrayal of love and family."
s4382,TV Show,Silvana Sin Lana,,"['Maritza Rodríguez', 'Carlos Ponce', 'Marimar Vega', 'Adriana Barraza', 'Marcela Guirado', 'Ricardo Abarca', 'Thali García', 'Alexandra Pomales', 'Briggitte Bozzo', 'Santiago Torres', 'Patricio Gallardo', 'Roberto Escobar', 'Samantha Dagnino', 'Raury Rolander', 'Vince Miranda', 'Javier Valcárcel']",United States,"November 17, 2018",2016,TV-14,1 Season,"['romance', 'spanish', 'language', 'comedy']","When her fugitive husband leaves her homeless and penniless, a once-wealthy woman has no other choice but to join the working class."
s3691,TV Show,Designated Survivor: 60 Days,,"['Ji Jin-hee', 'Lee Jun-hyuk', 'Heo Jun-ho', 'Kang Han-na', 'Bae Jong-ok', 'Kim Gyu-ri', 'Son Suk-ku', 'Choi Yoon-young', 'Lee Moo-saeng']",South Korea,"July 2, 2019",2019,TV-14,1 Season,"['international', 'korean', 'drama']","When the National Assembly suffers a catastrophic attack, Minister of Environment Park Mu-jin must find a way to lead Korea through the ensuing chaos."
s584,Movie,No Strings Attached,Ivan Reitman,"['Natalie Portman', 'Ashton Kutcher', 'Kevin Kline', 'Cary Elwes', 'Greta Gerwig', 'Lake Bell', 'Olivia Thirlby', 'Ludacris', 'Jake Johnson', 'Mindy Kaling', 'Talia Balsam']","United States, United Kingdom","July 1, 2021",2011,R,109 min,"['comedy', 'romance']","""Friends with benefits"" Emma and Adam are fine with their open relationship ... until those pesky little things called feelings enter the picture."
s4218,Movie,Monty Python and the Holy Grail,"Terry Gilliam, Terry Jones","['Graham Chapman', 'John Cleese', 'Eric Idle', 'Terry Gilliam', 'Terry Jones', 'Michael Palin', 'Connie Booth', 'Carol Cleveland', 'Neil Innes']",United Kingdom,"January 2, 2019",1975,PG,92 min,"['action', 'adventure', 'classic', 'comedy']",The Monty Python comedy clan skewers King Arthur and his Knights of the Round Table as they quest far and wide for the Holy Grail.
s5935,Movie,Mitt,Greg Whiteley,['Mitt Romney'],United States,"January 24, 2014",2014,TV-PG,93 min,['documentary'],The real Mitt Romney is revealed in this documentary that goes beyond the sound bites with unprecedented access to his 2012 presidential campaign.
s6572,TV Show,Day and Night,,"['Pan Yueming', 'Wang Longzheng', 'Liang Yuen', 'Lü Xiaolin', 'Yin Shuyi', 'Hou Xuelong', 'Song Naigang']",China,"March 23, 2018",2017,TV-MA,1 Season,"['crime', 'international', 'drama']",A detective assists with an investigation into a brutal mass murder case in which his twin brother is the prime suspect.
s8034,Movie,Sky on Fire,Ringo Lam,"['Daniel Wu', 'Joseph Chang', 'Amber Kuo', 'Zhang Jingchu', 'Ruoyun Zhang']","China, Hong Kong","August 5, 2017",2016,TV-MA,100 min,"['action', 'adventure', 'international']",The security chief at a top-level medical facility must fight to ensure that revolutionary cancer research doesn't fall into the wrong hands.
s7846,Movie,Red Oleanders Raktokarobi,Amitava Bhattacharya,"['Shantilal Mukherjee', 'Mumtaz Sorcar', 'Rahul', 'Koushik Sen', 'Rajesh Sharma', 'Debdut Ghosh', 'Anindya Banerjee', 'Amitabha Bhattacharjee', 'Usashi Chakraborty', 'Dipankar Dey']",India,"September 15, 2018",2017,TV-14,112 min,"['drama', 'international']","When a theater group stages a production of a Rabindranath Tagore play, they begin to notice parallels between the story and their own lives."
s4494,Movie,Illang: The Wolf Brigade,Kim Jee-woon,"['Gang Dong-won', 'Han Hyo-joo', 'Jung Woo-sung', 'Kim Mu-yeol', 'Han Ye-ri', 'Choi Min-ho', 'Shin Eun-soo', 'Kim Beop-rae', 'Lee Dong-ha', 'Jung Won-joong', 'Choi Jin-ho']",South Korea,"October 19, 2018",2018,TV-MA,140 min,"['action', 'adventure', 'international', 'sci-fi', 'fantasy']","In 2029, the elite police squad Illang combats a terrorist group opposing reunification of the two Koreas. But another enemy may be lurking nearby."
s7152,Movie,Jupiter Ascending,"Lana Wachowski, Lilly Wachowski","['Mila Kunis', 'Channing Tatum', 'Sean Bean', 'Eddie Redmayne', 'Douglas Booth', 'Tuppence Middleton', 'Nikki Amuka-Bird', 'Christina Cole', ""James D'Arcy"", 'Gugu Mbatha-Raw']","United States, Australia","August 1, 2019",2015,PG-13,128 min,"['action', 'adventure', 'sci-fi', 'fantasy']",A young impoverished woman learns she's been predestined to change the fate of the universe after a genetically engineered hunter tracks her down.
s1454,Movie,Good Burger,Brian Robbins,"['Kenan Thompson', 'Kel Mitchell', 'Abe Vigoda', 'Dan Schneider', 'Shar Jackson', 'Jan Schweiterman', 'Linda Cardellini', 'Sinbad', 'Ron Lester', 'Josh Server', 'Ginny Schreiber']",United States,"January 1, 2021",1997,PG,96 min,"['family', 'comedy']","Working at a neighborhood fast-food joint, two teens try to save the restaurant when a giant burger franchise fires up the competition."
s4535,Movie,Super Monsters Save Halloween,,"['Elyse Maloway', 'Vincent Tong', 'Erin Matthews', 'Andrea Libman', 'Alessandro Juliani', 'Nicole Anthony', 'Diana Kaarina', 'Ian James Corlett', 'Britt McKillip', 'Kathleen Barr']",,"October 5, 2018",2018,TV-Y,25 min,['family'],"The Super Monsters use their powers to get their neighbors in the Halloween spirit, then help a nervous friend see there's nothing to be afraid of."
s331,Movie,Cloudy with a Chance of Meatballs,"Phil Lord, Christopher Miller","['Bill Hader', 'Anna Faris', 'James Caan', 'Andy Samberg', 'Bruce Campbell', 'Mr. T', ""Bobb'e J. Thompson"", 'Benjamin Bratt', 'Neil Patrick Harris', 'Al Roker']","United States, Canada","August 1, 2021",2009,PG,90 min,"['family', 'comedy', 'sci-fi', 'fantasy']","When inventor Flint Lockwood makes clouds rain food, the citizens of Chewandswallow can feed themselves. But a bowl of disaster is about to overflow."
s429,Movie,Words Bubble Up Like Soda Pop,Kyohei Ishiguro,"['Somegoro Ichikawa', 'Hana Sugisaki', 'Megumi Han', 'Natsuki Hanae', 'Yuuichirou Umehara', 'Megumi Nakajima', 'Sumire Morohoshi', 'Hiroshi Kamiya', 'Maaya Sakamoto', 'Koichi Yamadera', 'Kikuko Inoue']",,"July 22, 2021",2021,TV-G,87 min,"['anime', 'family', 'international']","After meeting one bright, sunny day, a shy boy who expresses himself through haiku and a bubbly but self-conscious girl share a brief, magical summer."
s4097,Movie,Studio 54,Matt Tyrnauer,,United States,"February 16, 2019",2018,TV-MA,99 min,['documentary'],This documentary follows the rapid rise and fall of the Manhattan discotheque and the glittery debauchery that attracted the city's eccentric and elite.
s6066,Movie,A Wrinkle in Time,Ava DuVernay,"['Storm Reid', 'Oprah Winfrey', 'Reese Witherspoon', 'Mindy Kaling', 'Deric McCabe', 'Levi Miller', 'Chris Pine', 'Gugu Mbatha-Raw', 'Zach Galifianakis', 'Michael Peña', 'Bellamy Young', 'André Holland', 'Will McCormack', 'Rowan Blanchard', 'Daniel MacPherson']",United States,"September 25, 2018",2018,PG,110 min,['family'],"Years after their father disappears, Meg and her younger brother Charles Wallace cross galaxies on a quest to save him from the heart of darkness."
s1176,Movie,Philomena,Stephen Frears,"['Judi Dench', 'Steve Coogan', 'Sophie Kennedy Clark', 'Mare Winningham', 'Barbara Jefford', 'Ruth McCabe', 'Peter Hermann', 'Sean Mahon', 'Anna Maxwell Martin', 'Michelle Fairley', 'Kate Fleetwood']","United Kingdom, United States, France","March 22, 2021",2013,PG-13,98 min,"['drama', 'independent', 'international']",A kind-hearted Irishwoman teams with an acerbic journalist to find the son she was forced to give up for adoption 50 years ago.
s2969,Movie,The Car: Road to Revenge,G.J. Echternkamp,"['Grant Bowler', 'Kathleen Munroe', 'Martin Hancock', 'Micah Balfour', 'Burt Grinstead', 'Nina Bergman', 'Jamie Bamber', 'Ronny Cox']",United States,"February 1, 2020",2019,TV-MA,89 min,"['action', 'adventure', 'horror', 'sci-fi', 'fantasy']","Trying to uphold justice in a lawless future, a D.A. is slain by cyberpunks but a supernatural twist sends his car on a bloody quest for revenge."
s833,TV Show,Word of Honor,Gary Sing,"['Zhang Zhehan', 'Gong Jun', 'Zhou Ye', 'Asher Ma', 'Sun Xilun', 'Chen Zihan', 'Rolling Wang', 'Zhang Yonggang', 'Li Daikun', 'Huang Youming', 'Damon Guo']",,"May 28, 2021",2021,TV-14,1 Season,"['international', 'action', 'adventure', 'drama']","A disillusioned royal magistrate sets out for the martial arts world, where he encounters a bosom friend and becomes entangled in a conspiracy."
s1953,TV Show,Mighty Little Bheem,,,,"September 25, 2020",2020,TV-Y,3 Seasons,"['family', 'comedy']",An innocent toddler’s boundless curiosity – and extraordinary might – lead to mischief and adventure in his small Indian town.
s4472,Movie,Been So Long,Tinge Krishnan,"['Michaela Coel', 'Arinzé Kene', 'George MacKay', 'Ashley Thomas', 'Joe Dempsie', 'Ronke Adekoluejo', 'Luke Norris', 'Mya Lewis']",,"October 26, 2018",2018,TV-MA,100 min,"['drama', 'international', 'music']",A single mother in London's Camden Town hears music when she meets a handsome stranger with a past. But she's not sure she's ready to open her heart.
s1920,Movie,The American Game,Mostafa Abu Seif,"['Nahed El Sebaï', 'Ahmed Fahmi', 'Shaima Saif', 'Bayoumi Fouad', 'Entsar']",,"October 1, 2020",2019,TV-PG,91 min,"['comedy', 'international', 'romance']",A financially struggling young couple's relationship is tested when the CEO of the company they work for tempts them with a nearly irresistible offer.
s2942,TV Show,Locke & Key,,"['Darby Stanchfield', 'Connor Jessup', 'Emilia Jones', 'Jackson Robert Scott', 'Petrice Jones', 'Laysla De Oliveira', 'Griffin Gluck', 'Sherri Saum', 'Aaron Ashmore', 'Bill Heck', 'Genevieve Kang', 'Kevin Alves', 'Thomas Mitchell Barnet', 'Eric Graise', 'Felix Mallard', 'Martin Roach', 'Steven Williams', 'Coby Bird']","Canada, United States","February 7, 2020",2020,TV-14,1 Season,"['action', 'adventure', 'drama', 'mystery']","After their dad's murder, three siblings move with their mom to his ancestral estate, where they discover magical keys that unlock powers — and secrets."
s1299,TV Show,Sisyphus,,"['Cho Seung-woo', 'Park Shin-hye', 'Sung Dong-il', 'Tae In-ho', 'Chae Jong-hyeop', 'Jeong He-in', 'Kim Jong-tae', 'Choi Jung-woo', 'Go Yoon', 'Heo Joon-seok', 'Jeon Kook-hwan', 'Tae Won-seok']",South Korea,"February 18, 2021",2021,TV-14,1 Season,"['international', 'action', 'adventure', 'drama']",An unfathomable incident introduces a genius engineer to dangerous secrets of the world — and to a woman from the future who's come looking for him.
s2523,TV Show,Inhuman Resources,Ziad Doueiri,"['Eric Cantona', 'Suzanne Clément', 'Alex Lutz', 'Gustave Kervern', 'Alice de Lencquesaing', 'Louise Coldefy', 'Nicolas Martinez', 'Adama Niane']",France,"May 15, 2020",2020,TV-MA,1 Season,"['crime', 'international', 'drama']","Alain Delambre, unemployed and 57, is lured by an attractive job opening. But things get ugly when he realizes he’s a pawn in a cruel corporate game."
s8730,Movie,Where the Money Is,Marek Kanievska,"['Paul Newman', 'Linda Fiorentino', 'Dermot Mulroney', 'Susan Barnes', 'Anne Pitoniak', 'Bruce MacVittie', 'Irma St. Paule', 'Michel Perron', 'Dorothy Gordon', 'Rita Tuckett']","Germany, United States, United Kingdom, Canada","January 15, 2020",2000,PG-13,89 min,"['action', 'adventure', 'comedy', 'drama']","Paul Newman proves he's still got prodigious acting chops, playing an aging bank robber who may have one last job in him. Faking a stroke, the incarcerated Newman is transferred to a nursing home and the care of a skeptical nurse."
s8516,Movie,The Spy Next Door,Brian Levant,"['Jackie Chan', 'Amber Valletta', 'George Lopez', 'Billy Ray Cyrus', 'Magnús Scheving', 'Madeline Carroll', 'Will Shadley', 'Alina Foley', 'Katherine Boecher', 'Mia Stallard', 'Lucas Till']",United States,"November 1, 2020",2010,PG,94 min,"['action', 'adventure', 'family', 'comedy']","While babysitting, an undercover agent is thrust back into the world of top-secret adventure when one his young charges downloads a classified file."
s6007,Movie,28 Days,Betty Thomas,"['Sandra Bullock', 'Viggo Mortensen', 'Dominic West', 'Diane Ladd', 'Elizabeth Perkins', 'Steve Buscemi', 'Alan Tudyk', ""Mike O'Malley"", 'Azura Skye', 'Reni Santoni', 'Marianne Jean-Baptiste']",United States,"September 30, 2020",2000,PG-13,104 min,"['comedy', 'drama']","After her drunken antics result in property damage, an alcoholic journalist enters rehab – and soon meets a fellow resident who changes her outlook."
s2381,Movie,Riding Faith,Paco Aguilar,"['John Schneider', 'T.C. Stallings', 'Grace Van Dien', 'Marisa Brown', 'Jimmy Deshler']",United States,"June 17, 2020",2020,TV-PG,81 min,"['family', 'drama', 'faith']","Following her father's death, a young woman struggles to help her mother keep the family ranch afloat while preserving a special bond with her horse."
s7193,Movie,Kickboxer: Vengeance,John Stockwell,"['Alain Moussi', 'Jean-Claude Van Damme', 'Dave Bautista', 'Gina Carano', 'Georges St-Pierre', 'Sara Malakul Lane', 'Matthew Ziff', 'T.J. Storm', 'Fabricio Werdum', 'Cain Velasquez']",United States,"December 8, 2016",2016,TV-MA,90 min,"['action', 'adventure']","After a skilled fighter falls in the ring, his younger brother emerges from the shadows to train and get revenge against a brutal champion."
s8068,Movie,Spider-Man 3,Sam Raimi,"['Tobey Maguire', 'Kirsten Dunst', 'James Franco', 'Thomas Haden Church', 'Topher Grace', 'Bryce Dallas Howard', 'Rosemary Harris', 'J.K. Simmons', 'James Cromwell', 'Theresa Russell', 'Dylan Baker', 'Bill Nunn', 'Bruce Campbell', 'Elizabeth Banks']",United States,"November 1, 2019",2007,PG-13,139 min,"['action', 'adventure', 'sci-fi', 'fantasy']",The seemingly invincible Spider-Man goes up against an all-new crop of villains in the third installment of the blockbuster adventure series.
s7097,Movie,Iron Cowboy: The Story of the 50.50.50,Jacob Schwab,['James Lawrence'],United States,"July 19, 2019",2018,TV-14,77 min,"['documentary', 'sport']","A record-setting triathlete dares to complete 50 Ironman races – a 2.4-mile swim, a 112-mile bike ride, and a 26.2-mile run – in 50 days in 50 states."
s8498,Movie,The Sapphires,Wayne Blair,"[""Chris O'Dowd"", 'Deborah Mailman', 'Jessica Mauboy', 'Shari Sebbens', 'Miranda Tapsell', 'Tory Kittles', 'Eka Darville', 'Tammy Anderson', 'Lynette Narkle', 'Kylie Belling']",Australia,"April 26, 2019",2012,PG-13,99 min,"['comedy', 'drama', 'independent']","Sisters Gail, Cynthia and Julie have talent, but their career takes off when promoter Dave convinces them to tour for U.S. troops in Vietnam."
s8132,Movie,Surat Dari Praha,Angga Dwimas Sasongko,"['Tio Pakusadewo', 'Julie Estelle', 'Widyawati', 'Rio Dewanto', 'Chicco Jerikho', 'Jajang C. Noer', 'Shafira Umm']",Indonesia,"October 9, 2018",2016,TV-14,98 min,"['drama', 'international', 'romance']","Hoping to fulfill her deceased mother's final wish, a young woman travels to Prague to deliver an old letter to a mysterious man."
s7256,TV Show,La Femme,,"['Zoe Tay', 'Ann Kok', 'Tiffany Leong', 'Tay Ping Hui', 'Yao Wenlong', 'Shaun Chen', 'Paige Chua', 'Nat Ho', 'Desmond Sim']",,"October 16, 2017",2016,TV-14,1 Season,"['international', 'drama']","Personal desires guide the lives of a marriage-averse entrepreneur, a housewife coping with infidelity and a career woman who leaves her spouse."
s855,Movie,Creating an Army of the Dead,,,,"May 21, 2021",2021,TV-MA,29 min,['documentary'],"Zack Snyder and his ""Army of the Dead"" team dive into the film's wild stunts, groundbreaking effects and the evolution of the zombie genre."
s3259,TV Show,Candy Online,,"['Ruby Zhan', 'Suun Lin', 'Sunnie Wang', 'Dean Tang', 'Lain Lu', 'Cheng Ko', 'Jacqueline Zhu', 'Chen Wen-shan', 'Ada Pan']",Taiwan,"November 17, 2019",2019,TV-MA,1 Season,"['international', 'drama', 'teen']","When a wardrobe malfunction goes viral, a bubbly live streamer struggles to navigate her classmates' cruel judgment and the small town she lives in."
s130,Movie,An Unfinished Life,Lasse Hallström,"['Robert Redford', 'Jennifer Lopez', 'Morgan Freeman', 'Josh Lucas', 'Damian Lewis', 'Camryn Manheim', 'Becca Gardner', 'Lynda Boyd', 'Rob Hayter', 'P. Lynn Johnson']","Germany, United States","September 1, 2021",2005,PG-13,108 min,['drama'],"A grieving widow and her daughter move in with her estranged father-in-law in Wyoming, where time allows them to heal and forgive."
